text,intent,encoded_intent
twa flight leaving early morning san francisco denver,atis_flight,4
cheapest coach fare dallas denver round trip,atis_airfare,2
flights milwaukee phoenix saturday,atis_flight,4
early morning flights boston denver,atis_flight,4
would like find cheapest one way fare boston oakland,atis_airfare,2
latest flight washington dc denver,atis_flight,4
flights pittsburgh baltimore pm,atis_flight,4
planes united use,atis_aircraft,1
show flight san francisco oakland,atis_flight,4
find travel arrangements round trip flight boston pittsburgh,atis_flight,4
american airline fly denver pittsburgh,atis_flight,4
show daily flights milwaukee orlando,atis_flight,4
list flights denver san francisco denver philadelphia,atis_flight,4
would like flight continental airlines leaving boston making stop denver arriving san francisco,atis_flight,4
show flights chicago indianapolis,atis_flight,4
flights baltimore pm,atis_flight,4
flight wednesday denver washington dc nonstop,atis_flight,4
like fly boston fort worth,atis_flight,4
show ground transportation westchester county,atis_ground_service,6
airlines service pittsburgh airport,atis_airline,3
please list flight times pittsburgh newark,atis_flight_time,5
fare november seventh going one way pittsburgh philadelphia,atis_airfare,2
flying pittsburgh atlanta september fourth would cheapest flight,atis_flight,4
fare washington boston,atis_airfare,2
delta airlines fly pittsburgh atlanta,atis_flight,4
show flights boston san francisco,atis_flight,4
united flight dallas san francisco,atis_flight,4
show flights philadelphia denver sunday leave philadelphia noon,atis_flight,4
show flights dallas san francisco wednesdays,atis_flight,4
type aircraft leaves boston washington dc,atis_aircraft,1
flights twa columbus louis,atis_flight,4
flights cleveland indianapolis wednesday twelfth,atis_flight,4
want travel philadelphia boston wednesday afternoon,atis_flight,4
like go detroit san diego wednesday evening june second,atis_flight,4
show flights denver boston thursday,atis_flight,4
want list daily flights milwaukee louis,atis_flight,4
much first class ticket cost boston san francisco round trip,atis_airfare,2
please show cost flight ua boston denver flight ua boston denver,atis_airfare,2
show flights leaving miami cleveland us air leave noon,atis_flight,4
please show flights atlanta oakland california thursday hours,atis_flight,4
flights washington dc san francisco pm november twelfth economy class,atis_flight,4
earliest flight american airlines washington dc san francisco,atis_flight,4
flights boston pittsburgh wednesday next week pm,atis_flight,4
list wednesday flights denver baltimore arriving baltimore pm,atis_flight,4
earliest flight boston dallas fort worth leaving august eighth,atis_flight,4
first class fare round trip atlanta denver,atis_airfare,2
first class fares boston pittsburgh thursday,atis_airfare,2
flights montreal las vegas,atis_flight,4
need go boston dallas,atis_flight,4
afternoon flights denver san francisco,atis_flight,4
list flights denver baltimore,atis_flight,4
nonstop flights available oakland pittsburgh,atis_flight,4
options minneapolis back indianapolis flight around noontime,atis_flight,4
show flights san diego newark,atis_flight,4
okay want flight originating denver going pittsburgh,atis_flight,4
flights philadelphia denver wednesdays,atis_flight,4
flights available friday san francisco boston,atis_flight,4
show flights pittsburgh boston leave noon,atis_flight,4
need take ten people denver phoenix please give flights week,atis_flight,4
would like travel boston denver early morning,atis_flight,4
flights salt lake city las vegas,atis_flight,4
list ground transportation detroit,atis_ground_service,6
flights available tuesday afternoon pittsburgh atlanta,atis_flight,4
nonstop connecting flights seattle boston,atis_flight,4
flights cincinnati tampa,atis_flight,4
flights denver colorado pittsburgh pennsylvania,atis_flight,4
ea mean,atis_abbreviation,0
flight nashville houston evening tomorrow,atis_flight,4
latest flight departing dallas philadelphia,atis_flight,4
show flights milwaukee orlando wednesday pm,atis_flight,4
give lowest fare atlanta denver may seventh please,atis_airfare,2
show cheapest flights baltimore dallas,atis_flight,4
first flight leaving oakland boston,atis_flight,4
find flights philadelphia dallas stopping atlanta,atis_flight,4
list american airlines flights newark nashville,atis_flight,4
may see flights washington san francisco please,atis_flight,4
show flights love field,atis_flight,4
would like information flight denver san francisco united airlines,atis_flight,4
planes used twa,atis_aircraft,1
want flight long beach louis stops dallas,atis_flight,4
like see one way flights denver pittsburgh,atis_flight,4
like flights american airlines philadelphia dallas arriving,atis_flight,4
please inform type aircraft used flight atlanta denver noon,atis_aircraft,1
fare code mean,atis_abbreviation,0
morning flights boston philadelphia,atis_flight,4
first class flight san francisco american airlines tuesday next week,atis_flight,4
need information flights tuesday leaving baltimore dallas dallas boston boston baltimore,atis_flight,4
ap restriction,atis_abbreviation,0
show flights pittsburgh philadelphia,atis_flight,4
direct flights atlanta philadelphia arriving philadelphia noon,atis_flight,4
earliest flight oakland washington dc sunday,atis_flight,4
airlines fly boston pittsburgh,atis_airline,3
want flight toronto san diego stops louis flights,atis_flight,4
could please tell cheapest flight boston san francisco,atis_flight,4
las vegas montreal,atis_flight,4
northwest airline flights leave denver noon,atis_flight,4
show flights united airlines san francisco denver washington dc,atis_flight,4
latest flight philadelphia boston,atis_flight,4
times continental depart boston san francisco,atis_flight_time,5
like see flights pittsburgh philadelphia,atis_flight,4
cheapest fare denver pittsburgh,atis_airfare,2
list flights denver philadelphia,atis_flight,4
please show flights arriving philadelphia denver,atis_flight,4
flights milwaukee tampa,atis_flight,4
flights baltimore washington dc,atis_flight,4
give cheapest flight dallas baltimore saturday,atis_flight,4
expensive first class tickets atlanta dallas,atis_airfare,2
show flights san diego san francisco southwest airlines,atis_flight,4
list daily flights denver baltimore first class service,atis_flight,4
show flights arriving charlotte around pm next monday please,atis_flight,4
many first class flights united leaving airports today,atis_quantity,7
many flights airline booking class k,atis_quantity,7
may fly san francisco baltimore,atis_flight,4
like make round trip la newark way charlotte,atis_flight,4
flight information san francisco pittsburgh,atis_flight,4
coach fares weekdays denver boston,atis_airfare,2
list lowest cost flight dallas baltimore,atis_flight,4
would like fly boston atlanta,atis_flight,4
many cities served delta airlines first class flights,atis_quantity,7
please give flight schedules pittsburgh philadelphia,atis_flight,4
show ground transportation denver,atis_ground_service,6
flights go philadelphia san francisco via dallas,atis_flight,4
flight dallas boston tomorrow,atis_flight,4
american flights cincinnati houston,atis_flight,4
flights leaving atlanta oakland leaving pm,atis_flight,4
friday need see flights leave atlanta arrive dallas pm,atis_flight,4
show flights new york miami tuesday round trip fare less dollars,atis_flight,4
looking flight boston denver stopovers afternoon,atis_flight,4
like flights american philadelphia dallas arriving,atis_flight,4
list flights long beach columbus sunday,atis_flight,4
give nonstops new york city las vegas arrive sunday,atis_flight,4
flights boston san francisco leaving tomorrow,atis_flight,4
need flight tuesday phoenix detroit,atis_flight,4
earliest flight washington san francisco,atis_flight,4
find flight boston oakland stopping denver,atis_flight,4
okay let see flight delta airline atlanta boston,atis_flight,4
flight salt lake city petersburg june second,atis_flight,4
show nonstop flights dallas houston,atis_flight,4
list flights departing las vegas arriving san diego,atis_flight,4
first flight boston san francisco,atis_flight,4
flights northwest united airlines stop denver noon,atis_flight,4
flights newark new jersey cleveland ohio,atis_flight,4
cheapest round trip flight atlanta pittsburgh,atis_flight,4
show cheapest fares new york miami leaving tuesday,atis_airfare,2
show flights ontario tacoma one way,atis_flight,4
list united flights denver oakland,atis_flight,4
cheapest fare baltimore dallas class,atis_airfare,2
give latest flight tomorrow united airlines milwaukee tacoma,atis_flight,4
okay like nonstop flight houston memphis arrives memphis early afternoon tuesday june first,atis_flight,4
would like travel washington dc pittsburgh august twentieth,atis_flight,4
airlines flies atlanta,atis_airline,3
find nonstop flight denver oakland leaving afternoon arriving near pm,atis_flight,4
flights go baltimore newark wednesday morning,atis_flight,4
list flights arriving boston atlanta august fifth,atis_flight,4
time flight aa depart,atis_flight_time,5
also need go san francisco wednesday evening dallas,atis_flight,4
